type,title,description,on_english_wikipedia,label,sitelinks
Q42948,Wall,"vertical structure, usually solid, that defines and sometimes protects an area",TRUE,wall,
Q12019965,NA,covered ice rink,FALSE,indoor ice rink,
Q7328304,Zebra crossing,type of pedestrian crossing,TRUE,zebra crossing,
Q109662392,NA,place of temporary refuge and support for women and their children escaping domestic abuse or violence,FALSE,domestic violence shelter,
Q979531,Stone wall,masonry structural division,TRUE,stone wall,
Q113594123,Surface mine,mine with surface exploitation of mineral raw materials,TRUE,surface mine,
Q4232315,NA,underground facility for the extraction of minerals,FALSE,underground mine,
Q959309,Coal mine,place for extraction of coal,TRUE,coal mine,
Q13416228,Incinerator,waste management facility that combusts organic substances contained in waste materials through incineration,TRUE,incinerator,
Q63099748,NA,building designed and built for use as a hotel,FALSE,hotel building,
Q28969904,NA,former lands administrative division of New South Wales (19th century),FALSE,hundred of New South Wales,
Q5739064,Heritage trail,transport route to highlight cultural heritage places,TRUE,heritage trail,
Q55364400,NA,NA,FALSE,South-west Marine Parks Network,
Q7309759,NA,medical facility for long-term recovery after acute medical conditions have been treated,FALSE,rehabilitation center,
Q54959969,NA,residential building for railway station masters,FALSE,station master's house,
Q12511,Stairs,construction designed to bridge a large vertical distance by dividing it into steps,TRUE,stairs,
Q11784935,NA,NA,FALSE,Eastern Orthodox monastery,
Q2551525,NA,artificial or natural body of water used to collect and store water,FALSE,water reservoir,
Q1202390,Forest railway,mode of railway transport which is used for forestry tasks,TRUE,forest railway,
Q15924535,NA,local chapter of the Wikimedia movement,FALSE,Wikimedia chapter,
Q19600600,British High Commission,British diplomatic mission to a Commonwealth country,TRUE,British High Commission,
Q192375,Hangar,closed structure to hold aircraft or spacecraft in protective storage,TRUE,hangar,
Q5487333,Craft beer,brewery that produces small amounts of beer,TRUE,microbrewery,
Q15642541,NA,territorial entity of which the borders are determined by physiographic and human features,FALSE,human-geographic territorial entity,
Q7189710,Physiographic province,mid-level region in the Fenneman model of physiographic regionalization,TRUE,physiographic province,
Q214252,Stable,building for horses and other livestock,TRUE,stable,
Q1820305,Sugarcane mill,factory that processes sugar cane to produce raw or white sugar,TRUE,sugarcane mill,
Q28109822,NA,an aqueduct which carries sewerage,FALSE,sewerage aqueduct,
Q12743,Ford (crossing),crossing in a river,TRUE,ford,
Q3950,Villa,"country house, generally of some pretension, and often including outbuildings and gardens",TRUE,villa,
Q517760,Commune (intentional community),"community of people living together, sharing common interests",TRUE,commune,
Q1793804,NA,train station for the S-Bahn or RER,FALSE,S-Bahn station,
Q7251291,Protected areas of the Northern Territory,protected areas of the Northern Territory in Australia,TRUE,protected area of the Northern Territory,
Q2296568,NA,station for suporting river transport,FALSE,river station,
Q13381944,Quadrangle (architecture),space or courtyard,TRUE,quadrangle,
Q174814,Substation,"part of an electrical generation, transmission, and/or distribution system",TRUE,electrical substation,
Q3679502,Piping,"system of pipes used to transport fluids (gases, liquids or pourable or pumpable solids) from one location to another",TRUE,piping,
Q953806,Bus stop,designated area for buses to pick up/drop passengers,TRUE,bus stop,
Q108325,Chapel,"small place, building or room of Christian fellowship or worship, may be attached or not to a larger institution or part of a building",TRUE,chapel,
Q18814858,NA,"row of identical or mirror-image houses, mostly share side walls",FALSE,terrace of houses,
Q21073937,Branch (banking),"retail location of a bank, credit union, or other financial institution",TRUE,bank branch,
Q3253281,Artificial pond,"body of man-made standing water, that is usually smaller than a lake",TRUE,artificial pond,
Q1706476,Veterinary hospital,health care institution for animals,TRUE,veterinary hospital,
Q125123020,NA,NA,FALSE,suppressed territorial abbey,
Q28942323,NA,NA,FALSE,aquatic reserve of South Australia,
Q55463449,NA,NA,FALSE,intermittent wetland,
Q16887036,Gap (landform),"landform that is a low point or opening between hills or mountains or in a ridge; generic term for col, saddle, mountain pass, etc...",TRUE,gap,
Q672070,Photographic studio,place or organisation that undertakes professional-quality photography,TRUE,photographic studio,
Q3177968,NA,small body of water,FALSE,waterhole,
Q105190,Levee,ridge or wall to hold back water,TRUE,levee,
Q96943524,NA,charitable organization with a health or medical goal,FALSE,health charity,
Q10565770,Ventilation shaft,"vertical passages used in mines and tunnels to move fresh air underground, and to remove stale air",TRUE,ventilation shaft,
Q746628,Studio,"working places set aside for artists to work, the term is generally applied to workspaces used by artists creating fine art, particularly art dating from the 16th century to the present",TRUE,studio,
Q52103661,Former island,island that once existed,TRUE,former island,
Q5140944,Coffee palace,often large and elaborate residential hotel that did not serve alcohol,TRUE,coffee palace,
Q534159,Helipad,landing area or platform for helicopters,TRUE,helipad,
Q13052937,NA,NA,FALSE,Armenian Apostolic Church diocese,
Q832778,Campsite,"place used for overnight stay in tents, caravans or mobile homes",TRUE,campsite,
Q389959,Air raid shelter,structure which protects against enemy attacks from the air,TRUE,air-raid shelter,
Q301449,NA,type of windmill,FALSE,grondzeiler,
Q17142507,Signal station,place on shore from which signals are made to ships at sea,TRUE,signal station,
Q124434470,NA,NA,FALSE,former mission sui iuris,
Q55075651,NA,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,FALSE,upland,
Q4168092,Culvert,structure that allows water to flow under an obstruction,TRUE,culvert,
Q3985001,Tessellated pavement,relatively flat rock surface that is subdivided into more or less regular shapes by fractures,TRUE,tessellated pavement,
Q1365704,Railway roundhouse,"building with bow shape built around (or rarely including) a railway turntable where locomotives are housed, washed, serviced",TRUE,railway roundhouse,
Q580889,Tableland,raised landform with a flat top,TRUE,table,
Q7321258,Beacon,"marker to attract attention (used for navigation, or in war as a signalling device, or as a signally device for natural disaster like fire)",TRUE,beacon,
Q34379419,NA,area of land covered with sand,FALSE,sand area,
Q217101,Spit (landform),coastal bar or beach landform deposited by longshore drift,TRUE,spit,
Q55182635,Knoll (oceanography),"rounded underwater hill, not exceeding 1000 meters in height",TRUE,knoll,
Q57208193,NA,geographic feature,FALSE,section of an island,
Q2042028,Ravine,"very tight valley, which is often the product of streamcutting erosion",TRUE,ravine,
Q216851,Skerry,rocky islet too small for habitation,TRUE,skerry,
Q202199,Inland island,island in a river or lake,TRUE,inland island,
Q3631092,Airstrip,aerodrome with only basic infrastructure and limited or no services not intended for regular commercial use,TRUE,airstrip,
Q3622115,Protected areas of New South Wales,area protected for conservation in New South Wales,TRUE,protected area of New South Wales,
Q653139,Volcanic plug,volcanic object created when magma hardens within a vent on an active volcano,TRUE,volcanic plug,
Q4792460,Arm (geography),narrow extension flowing out from a larger body of water,TRUE,arm,
Q1711697,NA,biological park,FALSE,wildlife park,
Q878223,Highland,mountainous region or elevated mountainous plateau,TRUE,highland,
Q1426493,Trailer park,area for semi-permanent and mobile homes,TRUE,trailer park,
Q38516,Dog park,park for dogs,TRUE,dog park,
Q16363669,NA,area with one or more sports facilities,FALSE,sports park,
Q338112,Recreation area,land and water spaces and associated structures set aside for recreation,TRUE,recreation area,
Q20180822,Concrete-face rock-fill dam,rock-filled embankment dam with a concrete face,TRUE,concrete-face rock-fill dam,
Q57241224,NA,dam to control the flow of floodwaters,FALSE,flood control dam,
Q13424466,NA,harbor landform created by natural processes,FALSE,natural harbor,
Q42412840,Abandoned mine,mine or quarry that is no longer producing or operational,TRUE,abandoned mine,
Q16659597,NA,mine extracting silver ore,FALSE,silver mine,
Q3294251,Hillock,small hill,TRUE,hillock,
Q29925,Salt marsh,"type of coastal ecosystem, land outside the dikes that is not flooded with seawater with average high tide",TRUE,salt marsh,
Q28109814,NA,major sewer which leads to an outfall,FALSE,outfall sewer,
Q637600,Sabkha,"a salt lake above the tide line, formed along arid coastlines and characterized by evaporite-carbonate deposits with some siliciclastics",TRUE,sabkha,
Q10862618,Saddle (landform),region surrounding the highest point of the lowest point on the line tracing the drainage divide (the col) connecting the peaks,TRUE,saddle,
Q1478783,NA,port with facilities for the loading and unloading of ferries,FALSE,ferry port,
Q667018,Wax museum,museum displaying a collection of wax representations of famous people,TRUE,wax museum,
Q39917125,NA,part of rail infrastructure,FALSE,railway building,
Q4940739,Bombing range,military facility for testing ordinance and explosives,TRUE,bombing range,
Q1424620,Motorhome stopover,place designated for the purpose of overnight stopping for recreational vehicles or motorhomes,TRUE,motorhome stopover,
Q1805497,Sanitary sewer,sewer that carries household waste water but not stormwater,TRUE,sanitary sewer network,
Q364000,Stamp mill,type of mill machine,TRUE,stamp mill,
Q3238324,World War I memorials,memorial to commemorate the events and the casualties of World War I,TRUE,World War I memorial,
Q1191753,Bus garage,"storage and maintenance facility for buses; building where buses are housed, washed, serviced",TRUE,bus depot,
Q227857,Sugar refinery,"agrifood craftwork or factory, which processes sugar beet, cane or natural sweetened sirups, in order to produce raw sugar, or to refine it into white sugar or ethanol",TRUE,sugar refinery,
Q274153,Water tower,elevated structure supporting a water tank,TRUE,water tower,
Q2737008,Legation,diplomatic mission headed by a minister,TRUE,legation,
Q17000624,Protected areas of Australia,protected areas in Australia,TRUE,protected area of Australia,
Q44494,Mill (grinding),"device that breaks solid materials into smaller pieces by grinding, crushing, or cutting",TRUE,mill,
Q11755959,NA,urban building with several floors,FALSE,multi-story urban building,
Q2460422,Guest house,type of lodging,TRUE,guest house,
Q1662011,NA,type of building,FALSE,industrial building,
Q927519,Ambulance station,a structure or other area set aside for storage of ambulance vehicles,TRUE,ambulance station,
Q77115,Community centre,"public location where members of a community tend to gather for group activities, social support, public information, and other purposes",TRUE,community center,
Q743165,Kingdom Hall,place of worship of Jehovah's Witnesses,TRUE,Kingdom Hall,
Q85820578,NA,houses that stand apart with no walls in common with other structures,FALSE,detached house,
Q25043590,Plunge dip,bath designed to immerse livestock in liquid pesticide or other treatment,TRUE,plunge dip,
Q579581,Taipei Economic and Cultural Representative Office,''De facto'' embassies or consulates operated by Taiwan,TRUE,Taipei Representative Office,
Q5244910,De facto embassy,organization that serves as an unofficial embassy,TRUE,de facto embassy,
Q752003,Pole of inaccessibility,"point on land or at sea that is the most distant from any coastline, either for an entire planet, or for a given landmass or body of water",TRUE,pole of inaccessibility,
Q3284858,NA,"large closed building used for storage, depot",FALSE,shed,
Q56477663,NA,NA,FALSE,electoral ward of Brisbane City Council,
Q1251750,NA,facility that manufactures alcoholic beverages through distillation,FALSE,distillery,
Q9332842,Śālā,large room within a domestic building,TRUE,hall,
Q57675852,NA,former electorate of the Western Australian Legislative Council,FALSE,electoral district of the Western Australian Legislative Council,
Q1103285,NA,building of a club,FALSE,clubhouse,
Q879050,Manor house,"historically, the main residence of the lord of the manor",TRUE,manor house,
Q2297310,Dry port,inland intermodal terminal connected by road or rail to a seaport,TRUE,dry port,
Q545599,Haunted house,house or other building often perceived as being inhabited by disembodied spirits of the deceased,TRUE,haunted house,
Q1878344,Luxury train,"special train, designed for elegance and comfort",TRUE,luxury train,
Q156849,Sewerage,infrastructure that conveys sewage or surface runoff,TRUE,sewer network,
Q336164,NA,installation used to move sewerage uphill,FALSE,sewerage pumping station,
Q28109950,NA,structure which carries a gravity sewer underneath a body of water or other obstacle,FALSE,sewer syphon,
Q6501349,Parking lot,cleared area that is intended for parking vehicles,TRUE,parking lot,
Q57831,Fortress,large fort,TRUE,fortress,
Q18822087,NA,type of building complex that is used for quarantine,FALSE,quarantine facility,
Q7416522,Sandplain,geographic feature,TRUE,sandplain,
Q52572620,NA,"church body, similar to diocese",FALSE,synod,
Q992194,NA,settlement affiliated with the Hutterites,FALSE,Hutterite colony,
Q3241565,Woodland,low-density forest forming open habitats with plenty of sunlight and limited shade,TRUE,woodland,
Q1188223,Dance hall,hall for dancing,TRUE,dance hall,
Q28428479,Conservation reserves of South Australia,class of protected area,TRUE,conservation reserve of South Australia,
Q4862338,Monomictic lake,NA,TRUE,monomictic lake,
Q1707610,NA,cemetery for both civil and military victims of war or tyranny,FALSE,war cemetery,
Q16939396,Toll road,roadway for which a fee (or toll) is assessed for passage,TRUE,toll road,
Q91325574,NA,NA,FALSE,Trappist monastery,
Q202008,Exclusive economic zone,UN maritime boundary,TRUE,exclusive economic zone,
Q106574351,NA,sea terminal for cruise ships,FALSE,cruise terminal,
Q28152826,NA,"heritage status in New South Wales, Australia",FALSE,NSW heritage status,
Q3126170,Bandstand,structure designed to accommodate bands during concerts,TRUE,bandstand,
Q12909606,Numbered-node cycle network,"flexible international network of cycle routes, signposted with numbered nodes",TRUE,numbered-node cycle network,
Q2387499,Honor board,visible and physical memorial and recognition of people,TRUE,honour board,
Q842402,Hindu temple,house of worship in Hinduism,TRUE,Hindu temple,
Q143912,Triumphal arch,monumental structure in the shape of an archway,TRUE,triumphal arch,
Q1251403,Alley,narrow street,TRUE,alley,
Q309250,Courtyard,"enclosed area, often by a building, that is open to the sky",TRUE,courtyard,
Q28930084,NA,"land administration division of Victoria, Australia",FALSE,parish of Victoria,
Q133067,Mosaic,"image or writing made from an assemblage of small pieces of colored glass, stone, or other materials",TRUE,mosaic,
Q55463907,NA,NA,FALSE,nordic ski area,
Q183061,Façade,"exterior side of a building, usually the front but not always",TRUE,façade,
Q63313760,NA,"facility for storage and distribution of ammunition, weapons,and other military equipment",FALSE,ordnance depot,
Q2356943,HVDC converter station,specialised type of electrical substation which converts direct current to alternating current or the reverse,TRUE,HVDC converter station,
Q18562917,High-voltage power line,element of structure for bulk transfer and distribution of electricity,TRUE,high-voltage power line,
Q2144320,Overhead power line,above-ground structure for bulk transfer and distribution of electricity,TRUE,overhead power line,
Q811177,Dry dock,waterside basin that can be sealed and pumped dry to allow work on a vessel,TRUE,dry dock,
Q655686,Commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,TRUE,commercial building,
Q1806781,NA,"electrical substation without transformers, and usually operating only at a single voltage level",FALSE,switching station,
Q2616170,Marine reserve,type of protected area,TRUE,marine reserve,
Q206809,NA,"outdoor, usually paved area on a school grounds where students spend breaks between classes",FALSE,school playground,
Q56242225,NA,church building that is the seat of a bishop of the Eastern Orthodox denominations,FALSE,Eastern Orthodox cathedral,
Q181348,Viaduct,type of bridge crossing a valley or a gorge,TRUE,viaduct,
Q256020,Inn,"establishment providing lodging, food and drink",TRUE,inn,
Q19899465,Redundant church,building of a former church,TRUE,former church,
Q772298,Homeless shelter,temporary residence for homeless individuals and families,TRUE,homeless shelter,
Q2153495,Ammunition dump,military storage facility for ammunition or explosives,TRUE,ammunition dump,
Q2519340,NA,building for administrative usage,FALSE,administrative building,
Q21562164,Historical markers of the Philippines,commemorative plaque or set of commemorative plaques created by the National Historical Commission of the Philippines or any of its predecessors,TRUE,National Historical Commission of the Philippines historical marker,
Q107343049,NA,railway line that doesn't need a driver,FALSE,automated rapid transit railway line,
Q329683,Industrial estate,area for development of industry,TRUE,industrial zone,
Q7113057,NA,"small, rural settlement of Aboriginal Australians",FALSE,outstation,
Q2050442,NA,Short-term recovery-focused environments with therapeutic activities,FALSE,rehab center,
Q33128580,NA,statistical territorial entity defined by the Australian Bureau of Statistics for the Census,FALSE,Significant Urban Area,
Q1425560,Overpass,structure that is over another road or railway,TRUE,overpass,
Q790585,Avenue of honour,"memorial avenue of trees, with each tree symbolising a person, most commonly as a memorial to the war dead",TRUE,avenue of honour,
Q33183185,NA,designated community evacuation point in case of bushfire,FALSE,neighbourhood safer place,
Q462040,NA,territorial division defined for the purpose of administering a census,FALSE,census district,
Q25377652,NA,collection of public transport stops and stations for the purpose of calculating fares,FALSE,fare zone,
Q154250,Tavern,place of business where people gather to drink alcoholic beverages and be served food,TRUE,tavern,
Q778020,NA,racing circuit for dogs,FALSE,dog track,
Q52815,Adult movie theater,type of movie theater,TRUE,adult movie theater,
Q42034610,IMAX theater,movie theatre using the IMAX film format,TRUE,IMAX theatre,
Q786922,Drive-in theater,form of open-air cinema structure whose screen can be viewed from an automobile,TRUE,drive-in theater,
Q2814066,Comedy club,"a venue, typically a nightclub, bar, or restaurant where people watch or listen to performances, including stand-up comedians, improvisational comedians, impersonators, magicians, ventriloquists and other comedy acts",TRUE,comedy club,
Q64779402,NA,type of de-facto embassy,FALSE,liaison office,
Q12093880,NA,NA,FALSE,gas condensate field,
Q14916829,Internment camp,"places where civilians, prisoners-of-war or soldiers are held outside the rule of law",TRUE,internment camp,
Q7834814,NA,"public transport fare zone in Perth, Western Australia",FALSE,Transperth fare zone,
Q213643,Silo,structure for storing bulk materials,TRUE,silo,
Q443767,NA,social and dining area provided for military officiersl,FALSE,mess,
Q47174074,NA,NA,FALSE,civil registration district,
Q47457179,NA,NA,FALSE,Australian heritage designation,
Q1587716,NA,physical location that provides tourist information on the place or attraction where it is located,FALSE,tourism office,
Q3455524,NA,term for certain administrative divisions in some countries,FALSE,administrative region,
Q11183017,Outdoor drama,outdoor theatre in summer,TRUE,open-air theatre,
Q918324,Control tower,air traffic control tower,TRUE,control tower,
Q4819632,Satellite campus,campus of a college or university physically at a distance from the main campus,TRUE,satellite campus,
Q33189721,NA,particular design of truss bridge,FALSE,Howe truss bridge,
Q15284,Municipality,administrative division having corporate status and usually powers of self-government or jurisdiction,TRUE,municipality,
Q55097207,NA,road that no longer exists,FALSE,former road,
Q45782,Aquarium,transparent tank of water for fish and water-dwelling species,TRUE,aquarium,
Q5159064,Concrete bridge,type of bridge with concrete as the main material used,TRUE,concrete bridge,
Q1200524,Complex volcano,volcano with more than one feature,TRUE,complex volcano,
Q6485015,Lands administrative divisions of South Australia,Administrative divisions of South Australia,TRUE,lands administrative division of South Australia,
Q55353249,NA,NA,FALSE,Temperate East Marine Parks Network,
Q52048109,NA,NA,FALSE,Legislative Council district of South Australia,
Q16038801,Contemporary art gallery,place where is shown or sold contemporary art,TRUE,contemporary art gallery,
Q3500690,Church bell,bell in a church,TRUE,church bell,
Q216212,Motel,"motor hotel in which all rooms face directly onto a car park, or low-cost hotel",TRUE,motel,
Q730493,Railway turntable,device for turning railway rolling stock (usually locomotives) and for switching between many tracks entering a roundhouse,TRUE,railway turntable,
Q39015397,NA,building near a railway track that contains the controls to operate signals and points and other equipment used to regulate the movement of trains,FALSE,signal box,
Q699405,Dwelling,"self-contained unit of accommodation (house, apartment, mobile home, houseboat or other structure) used as a home",TRUE,residence,
Q503958,Street light,raised source of light on the edge of a road or walkway,TRUE,streetlight,
Q810924,Battery energy storage system,energy storage system using electrochemical secondary cells,TRUE,battery storage power station,
Q188869,Field (agriculture),area of land used for agricultural purposes,TRUE,field,
Q3497366,NA,port and settlement associated with the whaling industry,FALSE,whaling station,
Q373315,Arroyo (watercourse),dry creek or stream bed which temporarily or seasonally fills and flows after sufficient rain,TRUE,arroyo,
Q524524,Field kitchen,mobile kitchen used to prepare food for military troops away from base,TRUE,field kitchen,
Q39364723,NA,building used as a hospital or health care facility,FALSE,hospital building,
Q7492200,Shearing shed,building where sheep are shorn,TRUE,shearing shed,
Q55546569,NA,type of Australian marine park,FALSE,North Marine Parks Network,
Q10145,Milestone,numbered marker along a road or boundary,TRUE,milestone,
Q73218016,NA,graveyard where it is mostly members of the same family who are buried,FALSE,family cemetery,
Q3154693,City council,"legislative body that governs a city, municipality or local government area",TRUE,city council,
Q64819963,NA,third-tier of government in South Australia,FALSE,local government of South Australia,
Q6453233,Duplex (building),"domestic structures with separate dwelling units for two individual families, one above the other",TRUE,duplex,
Q7196844,Pioneer cemetery,burial place for pioneers in any area subject to territorial expansion,TRUE,pioneer cemetery,
Q143970,Market garden,"relatively small-scale production of fruits, vegetables and flowers as cash crops",TRUE,market garden,
Q56477704,NA,NA,FALSE,electoral ward of Burnside City Council,
Q56477742,NA,NA,FALSE,electoral ward of Marion City Council,
Q56477712,NA,NA,FALSE,electoral ward of Mitcham City Council,
Q56477746,NA,NA,FALSE,electoral ward of Norwood Payneham & St Peters City Council,
Q56477754,NA,NA,FALSE,electoral ward of Playford City Council,
Q56477738,NA,NA,FALSE,electoral ward of Charles Sturt City Council,
Q56477688,NA,NA,FALSE,electoral ward of Holdfast Bay City Council,
Q2632011,Liquor store,shop that sells prepackaged alcoholic beverages,TRUE,liquor store,
Q5116768,Church hall,"room or building associated with a church building, general for community and charitable use",TRUE,church hall,
Q56242045,NA,church building in the Anglican Communion,FALSE,Anglican church building,
Q43514341,NA,bridge carrying or crossing a highway,FALSE,highway bridge,
Q1777951,Boathouse,building for storage of boats,TRUE,boathouse,
Q136689,Chalet,"type of building or house, native to the Alpine region",TRUE,chalet,
Q7538359,Slab hut,kind of dwelling or shed made from slabs of split or sawn timber,TRUE,Slab hut,
Q875016,Terraced house,individual house in a terrace of houses,TRUE,terrace house,
Q1558858,Boarding house,house in which lodgers rent one or more rooms for one or more nights,TRUE,boarding house,
Q12893467,NA,establishment for washing clothes,FALSE,industrial laundry,
Q18449828,NA,arch bridge built of stones,FALSE,stone arch bridge,
Q51879674,NA,building housing newspaper offices and/or newspaper printing facilities,FALSE,newspaper building,
Q846659,Jewish cemetery,cemetery for Jewish people,TRUE,Jewish cemetery,
Q489357,Farmhouse,chief dwelling-house attached to a farm,TRUE,farmhouse,
Q56477680,NA,NA,FALSE,electoral ward of Tea Tree Gully City Council,
Q56477750,NA,NA,FALSE,electoral ward of Onkaparinga City Council,
Q56477684,NA,NA,FALSE,electoral ward of West Torrens City Council,
Q56477726,NA,NA,FALSE,electoral ward of Salisbury City Council,
Q56477720,NA,NA,FALSE,electoral ward of Prospect Council,
Q56477692,NA,NA,FALSE,electoral ward of Adelaide Hills Council,
Q56477730,NA,NA,FALSE,electoral ward of Unley City Council,
Q56477708,NA,NA,FALSE,electoral ward of Campbelltown City Council,
Q56477700,NA,NA,FALSE,electoral ward of Adelaide City Corporation,
Q56477716,NA,ward for the City of Port Adelaide Enfield,FALSE,electoral ward of the City of Port Adelaide Enfield,
Q56477794,NA,NA,FALSE,electoral ward of Boroondara City Council,
Q56477806,NA,NA,FALSE,electoral ward of Darebin City Council,
Q56477770,NA,NA,FALSE,electoral ward of Glen Eira City Council,
Q56477802,NA,NA,FALSE,electoral ward of Stonnington City Council,
Q56477790,NA,NA,FALSE,electoral ward of Whitehorse City Council,
Q56477798,NA,NA,FALSE,electoral ward of Yarra City Council,
Q56477823,NA,NA,FALSE,electoral ward of Maribyrnong City Council,
Q56477814,NA,NA,FALSE,electoral ward of Monash City Council,
Q56477758,NA,NA,FALSE,electoral ward of Moonee Valley City Council,
Q56477762,NA,NA,FALSE,electoral ward of Moreland City Council,
Q17051104,Manse,residence for evangelical pastors and their families and cultural-historical institution,TRUE,manse,
Q56477766,NA,NA,FALSE,electoral ward of Melbourne City Council,
Q56477778,NA,NA,FALSE,electoral ward of Banyule City Council,
Q56477782,NA,NA,FALSE,electoral ward of Brimbank City Council,
Q56477819,NA,NA,FALSE,electoral ward of Kingston City Council,
Q56477786,NA,NA,FALSE,electoral ward of Manningham City Council,
Q56477827,NA,NA,FALSE,electoral ward of Hobsons Bay City Council,
Q56477810,NA,NA,FALSE,electoral ward of Port Phillip City Council,
Q56477774,NA,NA,FALSE,electoral ward of Bayside City Council,
Q56477950,NA,NA,FALSE,electoral ward of Kalamunda City Council,
Q56477937,NA,NA,FALSE,electoral ward of Fremantle City Council,
Q56477929,NA,NA,FALSE,electoral ward of Town of Cottesloe Council,
Q56477831,NA,NA,FALSE,electoral ward of Nedlands City Council,
Q56477915,NA,NA,FALSE,electoral ward of Subiaco City Council,
Q56477875,NA,NA,FALSE,electoral ward of South Perth City Council,
Q56477835,NA,NA,FALSE,electoral ward of Rockingham City Council,
Q56477911,NA,NA,FALSE,electoral ward of Joondalup City Council,
Q56477879,NA,NA,FALSE,electoral ward of Shire of Mundaring Council,
Q56477859,NA,NA,FALSE,electoral ward of Bayswater City Council,
Q56477895,NA,NA,FALSE,electoral ward of Belmont City Council,
Q56477887,NA,NA,FALSE,electoral ward of Armadale City Council,
Q56477867,NA,NA,FALSE,electoral ward of Town of Victoria Park Council,
Q56477871,NA,NA,FALSE,electoral ward of Canning City Council,
Q56477855,NA,NA,FALSE,electoral ward of Swan City Council,
Q56477843,NA,NA,FALSE,electoral ward of Vincent City Council,
Q56477891,NA,NA,FALSE,electoral ward of Stirling City Council,
Q56477903,NA,NA,FALSE,electoral ward of Town of East Fremantle Council,
Q56477899,NA,NA,FALSE,electoral ward of Town of Claremont Council,
Q56477851,NA,NA,FALSE,electoral ward of Melville City Council,
Q56477847,NA,NA,FALSE,electoral ward of Cockburn City Council,
Q2094773,Showroom,room where products are displayed,TRUE,showroom,
Q505213,Sawmill,plant for processing tree trunks into boards and beams,TRUE,sawmill,
Q6501028,Water tank,container for storing water,TRUE,water tank,
Q1244860,General store,rural or small-town store,TRUE,general store,
Q1724341,Kiln,oven that generates high temperatures,TRUE,kiln,
Q56477907,NA,NA,FALSE,electoral ward of Town of Cambridge Council,
Q56477839,NA,NA,FALSE,electoral ward of Wanneroo City Council,
Q56477924,NA,NA,FALSE,electoral ward of Town of Mosman Park Council,
Q56477863,NA,NA,FALSE,electoral ward of Shire of Serpentine-Jarrahdale Council,
Q4912036,Bills horse troughs,"memorial watering troughs installed in the early 20th-century, mainly in Australia",TRUE,Bills horse troughs,
Q803616,Traction substation,"electrical substation for railways, trams or trolleybuses",TRUE,rail transport electrical substation,
Q1287097,Cable ferry,ship type,TRUE,cable ferry,
Q813966,Public toilet,toilet and washroom for anyone to use,TRUE,public toilet,
Q1774898,Clinic,"health care facility, primarily focused on the care of outpatients",TRUE,clinic,
Q511355,Television studio,installation in which video productions take place,TRUE,television studio,
Q1497483,Memorial cross,"cross erected to commemorate a person or event, sometimes as a grave marker",TRUE,memorial cross,
Q1362225,NA,structures designed or used for the storage of commodities or merchandise,FALSE,warehouse,
Q28147634,NA,"heritage place registered under the Heritage Act 1995 of Victoria, Australia",FALSE,listed on the Victorian Heritage Register,
Q1630622,Drinking fountain,fountain designed to provide drinking water,TRUE,drinking fountain,
Q2019180,Traffic warning sign,"sign indicating potential hazards, obstacles or conditions requiring special attention",TRUE,warning sign,
Q244326,Salt evaporation pond,shallow artificial pond designed to extract salts from sea water or other brines,TRUE,salt evaporation pond,
Q207934,Allée,straight route with a line of trees or large shrubs running along each side,TRUE,avenue,
Q5281655,Discontinued post office,post office that no longer operates; interesting to philately and postal history,TRUE,discontinued post office,
Q56477675,NA,NA,FALSE,electoral ward of Gold Coast City Council,
Q56477671,NA,NA,FALSE,electoral ward of Shire of Noosa Council,
Q56477667,NA,NA,FALSE,electoral ward of Sunshine Coast Region Council,
Q200764,Bookstore,commercial trader of books,TRUE,bookstore,
Q3629007,Prefabricated home,specialist dwelling types of prefabricated building,TRUE,prefabricated home,
Q40558,Forge,"workshops of a blacksmith, who is an ironsmith who makes iron into tools or other objects",TRUE,smithy,
Q56648990,NA,NA,FALSE,constituency of the Senate of Australia,
Q56477651,NA,NA,FALSE,electoral ward of Inner West Council,
Q56477655,NA,NA,FALSE,electoral ward of Canterbury-Bankstown Council,
Q56477933,NA,NA,FALSE,electoral ward of Town of Bassendean Council,
Q56477520,NA,NA,FALSE,electoral ward of Woollahra Municipal Council,
Q56477659,NA,NA,FALSE,electoral ward of Bayside Council,
Q56477643,NA,NA,FALSE,electoral ward of Georges River Council,
Q56477511,NA,NA,FALSE,electoral ward of Waverley Municipal Council,
Q56477591,NA,NA,FALSE,electoral ward of Burwood Council,
Q56477616,NA,NA,FALSE,electoral ward of Fairfield City Council,
Q56477595,NA,NA,FALSE,electoral ward of Campbelltown City Council,
Q56477603,NA,NA,FALSE,electoral ward of Canada Bay City Council,
Q162875,Mausoleum,monument enclosing the interment space or burial chamber of a deceased person or people,TRUE,mausoleum,
Q56477515,NA,NA,FALSE,electoral ward of Lane Cove Council,
Q56477525,NA,NA,FALSE,electoral ward of City of Ryde Council,
Q56477559,NA,NA,FALSE,electoral ward of Randwick City Council,
Q56477587,NA,NA,FALSE,electoral ward of Camden Council,
Q56477535,NA,NA,FALSE,electoral ward of City of Sydney Council,
Q56477583,NA,NA,FALSE,electoral ward of Ku-ring-gai Council,
Q56477647,NA,NA,FALSE,electoral ward of Northern Beaches Council,
